hhidpn,F_4_leisure_07,F_4_leisure_09,F_4_leisure_11,F_4_leisure_13,F_4_leisure_15,F_4_leisure_17,F_4_leisure_19,F_3_leisure_07,F_3_leisure_09,F_3_leisure_11,F_3_leisure_13,F_3_leisure_15,F_3_leisure_17,F_3_leisure_19,F_3_leisuremp_07,F_3_leisuremp_09,F_3_leisuremp_11,F_3_leisuremp_13,F_3_leisuremp_15,F_3_leisuremp_17,F_3_leisuremp_19,agegroup
146133010,11,7,3,16,7,3,3,7,3,3,8,3,3,3,3,3,3,8,3,3,3,1
146133020,16,16,16,16,16,16,15,8,8,8,8,8,8,7,8,8,8,8,8,8,7,1
146172010,16,16,16,9,16,15,14,8,8,8,5,8,7,6,8,8,8,1,8,7,6,0
146172020,16,16,16,16,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,0
146182010,2,1,1,10,9,1,1,2,1,1,6,5,1,1,2,1,1,2,1,1,1,1
146182011,12,16,16,16,12,16,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
146234010,14,8,8,8,8,14,16,6,4,4,4,4,6,8,6,4,4,4,4,6,8,0
146234020,12,12,12,12,12,12,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
146332010,12,9,10,5,2,10,13,8,5,6,1,2,6,5,4,1,2,1,2,6,5,1
146359010,1,10,9,13,9,1,1,1,6,5,5,5,1,1,1,2,1,5,1,1,1,0
146359020,10,10,2,6,14,12,10,6,6,2,2,6,8,6,2,6,2,2,6,4,6,0
146457010,16,2,14,10,10,14,14,8,2,6,6,6,6,6,8,2,6,2,2,6,6,0
146457011,8,8,8,8,8,2,8,4,4,4,4,4,2,4,4,4,4,4,4,2,4,1
146576010,3,16,12,12,16,16,12,3,8,8,8,8,8,8,3,8,8,4,8,8,8,0
146576011,,,10,,1,7,,,,6,,1,3,,,,6,,1,3,,0
146720010,14,10,14,14,6,14,,6,6,6,6,2,6,,6,2,6,6,2,6,,0
146720020,8,8,16,16,12,2,16,4,4,8,8,8,2,8,4,4,8,8,4,2,8,0
146831010,4,4,1,1,3,9,1,4,4,1,1,3,5,1,4,4,1,1,3,1,1,1
146831020,8,4,7,16,16,16,12,4,4,3,8,8,8,8,4,4,3,8,8,8,4,0
146993020,12,,,10,2,2,,8,,,6,2,2,,4,,,2,2,2,,0
147108010,,2,,2,2,4,,,2,,2,2,4,,,2,,2,2,4,,1
147108011,,,,2,2,2,,,,,2,2,2,,,,,2,2,2,,1
147459010,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
147459020,15,15,11,7,7,7,15,7,7,7,3,3,3,7,7,7,3,3,3,3,7,0
147471020,14,12,14,16,8,16,16,6,8,6,8,4,8,8,6,4,6,8,4,8,8,0
147558020,16,16,16,14,16,,,8,8,8,6,8,,,8,8,8,6,8,,,0
147825010,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1
148085010,8,8,8,4,2,,,4,4,4,4,2,,,4,4,4,4,2,,,1
148085020,12,12,4,16,12,,,8,8,4,8,8,,,4,8,4,8,8,,,0
148454010,14,2,2,10,2,2,1,6,2,2,6,2,2,1,6,2,2,6,2,2,1,0
148454020,2,10,2,2,2,10,2,2,6,2,2,2,6,2,2,2,2,2,2,2,2,0
148513010,12,16,16,12,10,14,16,8,8,8,8,6,6,8,4,8,8,8,6,6,8,1
148613010,2,2,8,1,2,10,,2,2,4,1,2,6,,2,2,4,1,2,2,,1
148613020,10,10,12,12,12,13,,6,6,8,8,8,5,,6,6,8,4,8,5,,0
148703010,3,,1,2,1,1,1,3,,1,2,1,1,1,3,,1,2,1,1,1,0
148936010,16,,16,16,16,,16,8,,8,8,8,,8,8,,8,8,8,,8,1
149115010,10,10,14,10,14,2,14,6,6,6,6,6,2,6,2,6,6,2,6,2,6,0
149115020,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
149206020,12,12,12,12,11,15,12,8,8,8,8,7,7,8,4,8,8,8,7,7,8,0
149370020,9,13,14,5,6,,2,5,5,6,1,2,,2,1,5,6,1,2,,2,0
149395010,,,6,5,16,16,16,,,2,1,8,8,8,,,2,1,8,8,8,0
149395020,,,,16,6,12,,,,,8,2,8,,,,,8,2,4,,0
149417010,12,4,3,4,12,,,8,4,3,4,8,,,8,4,3,4,8,,,0
149417020,12,12,16,12,16,,,8,8,8,8,8,,,8,8,8,8,8,,,1
149558010,15,16,12,12,12,12,16,7,8,8,8,8,8,8,7,8,8,8,8,8,8,0
149570010,7,8,7,5,1,1,1,3,4,3,1,1,1,1,3,4,3,1,1,1,1,1
149570020,16,16,12,16,16,10,12,8,8,8,8,8,6,8,8,8,4,8,8,6,8,1
150188010,12,12,16,16,16,12,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
150188020,8,16,8,16,16,16,16,4,8,4,8,8,8,8,4,8,4,8,8,8,8,0
150268010,12,12,12,10,,,,8,8,8,6,,,,8,8,8,6,,,,0
150433010,10,14,8,8,4,12,16,6,6,4,4,4,8,8,2,6,4,4,4,8,8,0
150460010,8,15,16,8,16,,16,4,7,8,4,8,,8,4,7,8,4,8,,8,0
150460020,12,12,2,4,4,10,10,8,8,2,4,4,6,6,4,8,2,4,4,2,2,0
150777010,15,10,9,11,16,15,13,7,6,5,7,8,7,5,7,2,5,3,8,7,5,1
150866010,1,1,2,2,2,1,10,1,1,2,2,2,1,6,1,1,2,2,2,1,2,0
150866020,10,12,10,12,10,9,11,6,8,6,8,6,5,7,6,8,6,8,6,5,7,0
150875010,12,10,16,16,12,16,16,8,6,8,8,8,8,8,8,2,8,8,4,8,8,0
151413010,13,12,12,16,12,12,15,5,8,8,8,8,8,7,5,8,8,8,4,4,7,0
151413020,12,10,12,12,12,11,12,8,6,8,8,8,7,8,4,2,8,8,8,3,4,0
151447010,1,3,3,1,3,11,11,1,3,3,1,3,7,7,1,3,3,1,3,3,3,1
151447020,4,12,4,4,4,12,12,4,8,4,4,4,8,8,4,4,4,4,4,4,4,0
151469010,16,12,14,14,16,12,14,8,8,6,6,8,8,6,8,8,6,6,8,4,6,1
151469020,14,16,16,16,16,16,16,6,8,8,8,8,8,8,6,8,8,8,8,8,8,0
151932020,2,12,10,1,,,,2,8,6,1,,,,2,4,2,1,,,,0
152065010,10,2,1,2,1,2,10,6,2,1,2,1,2,6,2,2,1,2,1,2,6,0
152265020,4,4,10,2,2,2,2,4,4,6,2,2,2,2,4,4,6,2,2,2,2,0
152265021,,3,12,16,2,16,2,,3,8,8,2,8,2,,3,8,8,2,8,2,0
152563010,8,16,16,8,8,16,16,4,8,8,4,4,8,8,4,8,8,4,4,8,8,0
152563020,12,12,16,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
152630010,11,11,12,12,12,11,12,7,7,8,8,8,7,8,7,3,8,4,4,7,4,1
152901020,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,0
153372010,11,9,16,12,12,12,14,7,5,8,8,8,8,6,7,1,8,8,8,4,6,0
153372020,16,2,8,16,10,6,16,8,2,4,8,6,2,8,8,2,4,8,6,2,8,0
153387010,1,1,1,1,6,1,12,1,1,1,1,2,1,8,1,1,1,1,2,1,4,0
153693010,16,2,16,4,12,12,12,8,2,8,4,8,8,8,8,2,8,4,8,4,8,0
153693020,14,16,6,6,14,14,14,6,8,2,2,6,6,6,6,8,2,2,6,6,6,0
153772010,8,8,16,,16,16,16,4,4,8,,8,8,8,4,4,8,,8,8,8,1
153772020,16,16,14,,,,,8,8,6,,,,,8,8,6,,,,,0
154723010,16,14,16,16,16,14,16,8,6,8,8,8,6,8,8,6,8,8,8,6,8,0
154973010,12,11,16,12,16,16,16,8,7,8,8,8,8,8,8,7,8,8,8,8,8,1
154973020,15,3,11,16,16,15,15,7,3,7,8,8,7,7,7,3,3,8,8,7,7,1
155173010,6,14,7,16,8,16,14,2,6,3,8,4,8,6,2,6,3,8,4,8,6,0
155173020,6,6,14,16,16,14,14,2,2,6,8,8,6,6,2,2,6,8,8,6,6,0
155764010,11,,9,12,3,10,,7,,5,8,3,6,,7,,1,8,3,2,,1
155934010,12,12,12,15,12,12,13,8,8,8,7,8,8,5,8,8,4,7,8,8,5,1
156187020,2,12,10,4,12,4,12,2,8,6,4,8,4,8,2,8,2,4,4,4,8,0
156701010,16,,14,16,12,15,13,8,,6,8,8,7,5,8,,6,8,8,7,5,0
156710010,16,16,16,15,,,,8,8,8,7,,,,8,8,8,7,,,,0
157121010,,14,15,7,,,7,,6,7,3,,,3,,6,7,3,,,3,0
157407010,10,11,11,4,4,1,,6,7,7,4,4,1,,2,3,3,4,4,1,,0
157407020,12,12,10,11,16,15,15,8,8,6,7,8,7,7,4,8,2,7,8,7,7,0
157903010,1,5,6,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,0
157907010,12,2,1,2,4,2,2,8,2,1,2,4,2,2,4,2,1,2,4,2,2,0
158462010,11,16,12,15,8,16,16,7,8,8,7,4,8,8,7,8,8,7,4,8,8,0
158546010,11,11,11,1,3,15,,7,7,7,1,3,7,,3,3,3,1,3,7,,0
158677010,4,12,1,3,4,11,2,4,8,1,3,4,7,2,4,4,1,3,4,3,2,0
158720010,15,12,12,11,4,6,16,7,8,8,7,4,2,8,7,4,8,3,4,2,8,1
159466010,14,9,9,13,1,,,6,5,5,5,1,,,6,1,1,5,1,,,0
159988020,,,12,12,4,12,,,,8,8,4,8,,,,4,8,4,4,,0
159988021,,,,16,14,9,,,,,8,6,5,,,,,8,6,1,,0
160030020,16,16,16,12,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,0
160071010,10,16,2,1,1,1,1,6,8,2,1,1,1,1,6,8,2,1,1,1,1,0
160361010,2,3,1,1,16,2,1,2,3,1,1,8,2,1,2,3,1,1,8,2,1,1
160361020,9,12,9,12,9,9,1,5,8,5,8,5,5,1,1,4,5,4,1,5,1,0
160801010,16,14,9,16,12,10,12,8,6,5,8,8,6,8,8,6,1,8,4,6,8,1
160899010,4,4,16,16,16,12,8,4,4,8,8,8,8,4,4,4,8,8,8,8,4,0
161038020,10,1,2,10,1,2,12,6,1,2,6,1,2,8,2,1,2,2,1,2,8,1
161156020,2,10,14,4,14,10,9,2,6,6,4,6,6,5,2,6,6,4,6,6,1,0
162687010,10,2,4,12,2,2,2,6,2,4,8,2,2,2,2,2,4,8,2,2,2,0
163574010,16,15,16,12,16,16,16,8,7,8,8,8,8,8,8,7,8,8,8,8,8,0
163574020,12,,16,16,16,16,16,8,,8,8,8,8,8,8,,8,8,8,8,8,1
164888010,9,12,4,16,7,15,2,5,8,4,8,3,7,2,5,8,4,8,3,7,2,0
165211010,,,2,,16,14,1,,,2,,8,6,1,,,2,,8,6,1,0
165211020,,,16,,14,1,9,,,8,,6,1,5,,,8,,6,1,1,1
165702010,2,2,2,2,6,2,,2,2,2,2,2,2,,2,2,2,2,2,2,,1
165914010,1,2,9,1,9,2,1,1,2,5,1,5,2,1,1,2,1,1,1,2,1,0
165914020,1,4,1,2,2,1,2,1,4,1,2,2,1,2,1,4,1,2,2,1,2,0
171024020,1,3,4,1,,,1,1,3,4,1,,,1,1,3,4,1,,,1,0
171315010,11,3,3,,14,9,,7,3,3,,6,5,,3,3,3,,6,1,,1
171462020,9,9,9,9,10,9,,5,5,5,5,6,5,,1,1,5,5,6,1,,0
171851010,5,1,1,5,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,0
171942010,16,16,16,16,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,0
171942020,16,15,12,16,16,12,,8,7,8,8,8,8,,8,7,4,8,8,8,,0
171981010,12,10,14,2,4,14,5,8,6,6,2,4,6,1,8,2,6,2,4,6,1,1
172013010,2,2,1,6,6,6,5,2,2,1,2,2,2,1,2,2,1,2,2,2,1,0
172013020,10,12,2,10,12,10,10,6,8,2,6,8,6,6,6,8,2,2,4,6,2,0
172856010,14,,2,,14,14,,6,,2,,6,6,,6,,2,,6,6,,1
173051010,10,,1,10,9,10,2,6,,1,6,5,6,2,2,,1,2,1,2,2,0
173051011,10,16,12,9,10,10,12,6,8,8,5,6,6,8,6,8,8,5,6,6,8,0
173051020,4,2,12,4,4,4,12,4,2,8,4,4,4,8,4,2,4,4,4,4,4,0
173122010,9,12,16,14,12,15,16,5,8,8,6,8,7,8,5,8,8,6,8,7,8,0
173122020,12,14,5,5,16,15,14,8,6,1,1,8,7,6,4,6,1,1,8,7,6,0
173194010,,,2,2,2,2,2,,,2,2,2,2,2,,,2,2,2,2,2,0
173680020,16,16,4,9,12,16,16,8,8,4,5,8,8,8,8,8,4,5,8,8,8,0
173746010,16,12,16,16,9,12,12,8,8,8,8,5,8,8,8,8,8,8,1,4,4,1
173746011,,16,16,16,1,14,13,,8,8,8,1,6,5,,8,8,8,1,6,5,0
174335020,12,8,4,8,2,2,4,8,4,4,4,2,2,4,4,4,4,4,2,2,4,0
174540020,16,8,14,16,16,5,1,8,4,6,8,8,1,1,8,4,6,8,8,1,1,0
174876010,12,3,11,9,11,9,1,8,3,7,5,7,5,1,8,3,3,5,3,1,1,0
174971010,12,10,12,4,12,2,,8,6,8,4,8,2,,4,2,4,4,8,2,,0
175469010,6,14,15,8,16,5,3,2,6,7,4,8,1,3,2,6,7,4,8,1,3,0
175469020,12,4,12,4,11,11,11,8,4,8,4,7,7,7,8,4,4,4,3,3,3,0
175743010,11,11,11,12,11,1,,7,7,7,8,7,1,,3,3,3,4,3,1,,1
176069010,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
176069020,16,16,16,11,16,16,1,8,8,8,7,8,8,1,8,8,8,3,8,8,1,0
176082010,2,2,12,12,10,10,2,2,2,8,8,6,6,2,2,2,4,8,2,6,2,0
176082020,10,1,15,16,10,16,14,6,1,7,8,6,8,6,2,1,7,8,2,8,6,0
176166010,16,15,15,15,15,,,8,7,7,7,7,,,8,7,7,7,7,,,0
176330010,6,13,13,5,13,14,6,2,5,5,1,5,6,2,2,5,5,1,5,6,2,0
176413010,10,2,14,10,9,2,10,6,2,6,6,5,2,6,2,2,6,2,1,2,2,1
176433010,2,8,14,8,8,6,1,2,4,6,4,4,2,1,2,4,6,4,4,2,1,0
176433020,4,16,14,16,15,13,3,4,8,6,8,7,5,3,4,8,6,8,7,5,3,0
176610010,4,8,6,5,5,6,1,4,4,2,1,1,2,1,4,4,2,1,1,2,1,1
176610020,1,9,9,9,9,9,12,1,5,5,5,5,5,8,1,1,1,1,1,1,4,0
177473010,2,2,10,14,16,2,6,2,2,6,6,8,2,2,2,2,6,6,8,2,2,0
177473020,2,2,10,14,12,,14,2,2,6,6,8,,6,2,2,6,6,8,,6,0
177553010,6,8,5,1,12,8,16,2,4,1,1,8,4,8,2,4,1,1,8,4,8,0
177660010,2,14,16,12,16,13,12,2,6,8,8,8,5,8,2,6,8,8,8,5,8,0
177660020,12,10,12,12,12,1,12,8,6,8,8,8,1,8,4,6,4,8,4,1,4,0
177711010,11,12,11,1,16,16,12,7,8,7,1,8,8,8,3,8,3,1,8,8,8,1
177711020,16,16,11,11,12,16,12,8,8,7,7,8,8,8,8,8,7,7,8,8,8,0
178307010,12,16,11,12,12,12,2,8,8,7,8,8,8,2,4,8,3,4,4,4,2,1
178359010,16,1,14,14,9,9,,8,1,6,6,5,5,,8,1,6,6,5,1,,0
178447010,16,16,16,16,16,12,16,8,8,8,8,8,8,8,8,8,8,8,8,4,8,0
178447020,11,4,11,12,13,15,15,7,4,7,8,5,7,7,3,4,3,4,5,7,7,0
178466010,,12,12,16,16,10,,,8,8,8,8,6,,,4,4,8,8,2,,0
178511010,2,1,2,1,1,1,,2,1,2,1,1,1,,2,1,2,1,1,1,,1
178511020,1,1,1,10,5,1,,1,1,1,6,1,1,,1,1,1,2,1,1,,0
178770011,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,1
178921010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
178980010,2,12,2,4,2,2,2,2,8,2,4,2,2,2,2,4,2,4,2,2,2,0
179304020,14,10,14,9,,14,13,6,6,6,5,,6,5,6,2,6,1,,6,5,0
179396010,14,11,10,2,,16,12,6,7,6,2,,8,8,6,3,2,2,,8,4,0
179396020,10,14,16,3,,2,1,6,6,8,3,,2,1,6,6,8,3,,2,1,0
179499020,,1,2,2,2,2,,,1,2,2,2,2,,,1,2,2,2,2,,0
179938010,13,14,9,14,11,11,9,5,6,5,6,7,7,5,5,6,5,6,7,7,5,1
180356010,4,2,2,4,2,10,10,4,2,2,4,2,6,6,4,2,2,4,2,2,2,0
180356020,2,1,2,6,1,1,,2,1,2,2,1,1,,2,1,2,2,1,1,,0
180762020,9,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,0
180795020,2,4,6,2,9,,9,2,4,2,2,5,,5,2,4,2,2,1,,1,1
180795021,16,12,16,16,16,14,14,8,8,8,8,8,6,6,8,4,8,8,8,6,6,0
180795022,,,,2,12,12,10,,,,2,8,8,6,,,,2,8,4,6,1
180805010,,4,12,12,16,12,12,,4,8,8,8,8,8,,4,4,4,8,8,8,0
180805020,,3,3,3,3,3,,,3,3,3,3,3,,,3,3,3,3,3,,0
180852010,9,13,13,14,13,14,14,5,5,5,6,5,6,6,1,5,5,6,5,6,6,0
180872010,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180921010,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
180921020,11,3,3,11,11,11,9,7,3,3,7,7,7,5,7,3,3,7,3,3,1,0
181091010,10,9,9,9,9,10,1,6,5,5,5,5,6,1,6,1,1,1,1,2,1,0
181118010,10,14,14,14,14,10,,6,6,6,6,6,6,,6,6,6,6,6,2,,0
181282010,16,16,8,16,16,15,16,8,8,4,8,8,7,8,8,8,4,8,8,7,8,1
181282020,11,11,15,11,11,11,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
182026010,2,6,4,4,8,12,4,2,2,4,4,4,8,4,2,2,4,4,4,4,4,0
182026020,10,10,12,2,2,6,14,6,6,8,2,2,2,6,6,2,8,2,2,2,6,0
182326010,16,11,7,16,16,12,16,8,7,3,8,8,8,8,8,3,3,8,8,4,8,0
182326020,16,16,8,16,16,16,16,8,8,4,8,8,8,8,8,8,4,8,8,8,8,0
182959011,,,,1,1,1,1,,,,1,1,1,1,,,,1,1,1,1,0
182994010,16,16,16,16,16,12,,8,8,8,8,8,8,,8,8,8,8,8,4,,0
183040020,10,2,2,,6,,,6,2,2,,2,,,2,2,2,,2,,,0
183251021,,,,16,15,16,16,,,,8,7,8,8,,,,8,7,8,8,1
183390010,,,4,,2,12,16,,,4,,2,8,8,,,4,,2,8,8,0
183390020,,,16,,1,1,12,,,8,,1,1,8,,,8,,1,1,4,0
183433020,12,12,16,16,,10,2,8,8,8,8,,6,2,4,4,8,8,,6,2,0
183715010,6,1,2,2,10,6,2,2,1,2,2,6,2,2,2,1,2,2,2,2,2,0
183869010,16,10,10,6,10,6,10,8,6,6,2,6,2,6,8,2,2,2,2,2,6,0
183869020,12,16,14,14,14,10,14,8,8,6,6,6,6,6,8,8,6,6,6,6,6,0
184024010,1,1,4,1,9,3,9,1,1,4,1,5,3,5,1,1,4,1,1,3,1,0
184024020,4,12,12,12,12,12,,4,8,8,8,8,8,,4,8,8,8,8,8,,0
184173010,10,9,12,10,10,9,1,6,5,8,6,6,5,1,2,1,4,2,2,1,1,0
184173020,12,10,12,12,14,16,16,8,6,8,8,6,8,8,4,2,4,8,6,8,8,0
184219010,12,16,12,12,12,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,1
184225010,6,,2,6,6,8,14,2,,2,2,2,4,6,2,,2,2,2,4,6,0
184225020,,2,6,2,12,12,12,,2,2,2,8,8,8,,2,2,2,4,4,4,0
184359020,4,2,12,,12,12,12,4,2,8,,8,8,8,4,2,4,,8,4,4,0
184359021,,,,15,11,11,,,,,7,7,7,,,,,7,7,7,,0
184439010,16,12,15,11,11,9,11,8,8,7,7,7,5,7,8,8,7,7,7,5,7,0
184439020,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
184645010,1,15,11,12,12,14,16,1,7,7,8,8,6,8,1,7,7,8,8,6,8,0
184645020,16,14,12,16,16,14,,8,6,8,8,8,6,,8,6,8,8,8,6,,0
184645021,,2,10,,,11,16,,2,6,,,7,8,,2,6,,,3,8,0
184825020,8,5,1,,,,,4,1,1,,,,,4,1,1,,,,,0
184925010,16,16,8,11,16,16,15,8,8,4,7,8,8,7,8,8,4,7,8,8,7,0
184925020,16,12,10,1,1,4,1,8,8,6,1,1,4,1,8,4,2,1,1,4,1,0
184954020,16,,16,,10,10,,8,,8,,6,6,,8,,8,,6,6,,0
185353010,1,16,2,4,4,4,4,1,8,2,4,4,4,4,1,8,2,4,4,4,4,0
185353020,,12,2,12,16,12,16,,8,2,8,8,8,8,,8,2,8,8,8,8,0
185502010,16,16,16,12,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
185502020,16,16,16,16,14,4,16,8,8,8,8,6,4,8,8,8,8,8,6,4,8,0
185552020,1,12,2,12,12,2,10,1,8,2,8,8,2,6,1,4,2,8,4,2,2,0
185593010,4,2,2,8,2,5,2,4,2,2,4,2,1,2,4,2,2,4,2,1,2,0
185716010,11,4,16,11,12,16,,7,4,8,7,8,8,,7,4,8,3,8,8,,0
185716020,14,6,16,4,16,16,16,6,2,8,4,8,8,8,6,2,8,4,8,8,8,0
185856010,1,2,16,6,2,6,2,1,2,8,2,2,2,2,1,2,8,2,2,2,2,0
185856020,16,12,14,12,4,2,14,8,8,6,8,4,2,6,8,8,6,4,4,2,6,0
186099010,16,12,10,16,9,9,13,8,8,6,8,5,5,5,8,4,6,8,1,5,5,1
186436020,1,16,14,4,10,12,2,1,8,6,4,6,8,2,1,8,6,4,2,8,2,0
186438020,16,16,,16,16,1,16,8,8,,8,8,1,8,8,8,,8,8,1,8,0
186469010,12,12,4,12,12,10,12,8,8,4,8,8,6,8,8,4,4,4,4,6,8,1
186563010,2,10,12,2,10,10,10,2,6,8,2,6,6,6,2,6,8,2,2,2,2,0
186897010,,16,16,16,16,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,0
187098010,,14,6,6,6,6,6,,6,2,2,2,2,2,,6,2,2,2,2,2,0
187105010,16,16,,13,,,,8,8,,5,,,,8,8,,5,,,,1
187393010,16,16,16,12,11,4,16,8,8,8,8,7,4,8,8,8,8,8,7,4,8,0
187393020,16,2,2,2,6,2,2,8,2,2,2,2,2,2,8,2,2,2,2,2,2,0
187393021,14,6,15,,14,8,9,6,2,7,,6,4,5,6,2,7,,6,4,5,0
187666010,2,2,16,14,6,14,10,2,2,8,6,2,6,6,2,2,8,6,2,6,6,0
187666020,10,14,6,6,14,2,6,6,6,2,2,6,2,2,6,6,2,2,6,2,2,0
187673010,14,10,9,13,,,,6,6,5,5,,,,6,6,5,5,,,,0
188256011,,10,10,1,1,,,,6,6,1,1,,,,2,2,1,1,,,0
200055020,11,11,12,5,13,1,,7,7,8,1,5,1,,7,7,4,1,5,1,,1
200117020,9,9,9,1,,13,16,5,5,5,1,,5,8,5,1,5,1,,5,8,0
200122020,11,,3,11,10,9,,7,,3,7,6,5,,7,,3,7,2,5,,1
200124010,,1,,2,1,,,,1,,2,1,,,,1,,2,1,,,1
200441010,16,9,1,9,1,9,9,8,5,1,5,1,5,5,8,1,1,5,1,1,1,1
200441011,12,4,,16,16,16,12,8,4,,8,8,8,8,4,4,,8,8,8,8,1
200500020,14,10,14,14,16,14,16,6,6,6,6,8,6,8,6,2,6,6,8,6,8,1
200547010,12,12,11,11,10,,,8,8,7,7,6,,,8,8,7,7,2,,,1
200580020,16,16,12,,12,12,12,8,8,8,,8,8,8,8,8,8,,4,4,8,1
200673020,10,14,6,2,10,2,6,6,6,2,2,6,2,2,2,6,2,2,2,2,2,1
200683010,3,8,1,14,3,3,,3,4,1,6,3,3,,3,4,1,6,3,3,,1
200683020,3,7,1,6,7,1,,3,3,1,2,3,1,,3,3,1,2,3,1,,1
200799020,10,6,1,5,1,5,5,6,2,1,1,1,1,1,6,2,1,1,1,1,1,1
201144020,16,10,10,10,9,,,8,6,6,6,5,,,8,2,6,6,1,,,0
201248020,12,3,10,1,1,1,,8,3,6,1,1,1,,8,3,2,1,1,1,,1
201404010,1,9,9,9,9,9,1,1,5,5,5,5,5,1,1,1,5,1,1,1,1,1
201426020,2,8,4,2,4,4,4,2,4,4,2,4,4,4,2,4,4,2,4,4,4,1
201458010,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201780020,7,7,7,5,5,7,13,3,3,3,1,1,3,5,3,3,3,1,1,3,5,1
201780021,,,13,16,14,9,1,,,5,8,6,5,1,,,5,8,6,1,1,1
201916020,11,12,12,2,3,,,7,8,8,2,3,,,3,8,8,2,3,,,1
201941010,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201975010,2,2,11,1,1,1,,2,2,7,1,1,1,,2,2,3,1,1,1,,1
202076020,16,16,12,10,10,2,9,8,8,8,6,6,2,5,8,8,8,6,6,2,5,1
202143020,2,5,1,5,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
202307020,,,16,5,16,16,16,,,8,1,8,8,8,,,8,1,8,8,8,1
202366020,11,15,,11,9,,13,7,7,,7,5,,5,3,7,,7,1,,5,1
202646020,12,14,12,10,10,10,9,8,6,8,6,6,6,5,8,6,4,6,2,2,1,1
202697020,16,12,12,9,9,11,,8,8,8,5,5,7,,8,8,8,1,5,7,,1
202773011,16,10,10,14,,,,8,6,6,6,,,,8,6,6,6,,,,1
202806020,,4,8,,,2,14,,4,4,,,2,6,,4,4,,,2,6,0
202907020,1,10,13,13,,1,,1,6,5,5,,1,,1,2,5,5,,1,,1
202941010,14,9,13,1,13,1,1,6,5,5,1,5,1,1,6,1,5,1,5,1,1,1
203067020,11,2,4,10,4,4,3,7,2,4,6,4,4,3,3,2,4,2,4,4,3,1
203389020,,,11,9,1,,,,,7,5,1,,,,,3,1,1,,,1
203413020,4,1,4,12,2,1,1,4,1,4,8,2,1,1,4,1,4,4,2,1,1,1
203525021,11,9,9,9,9,9,9,7,5,5,5,5,5,5,3,5,1,1,1,5,1,1
203534020,16,12,4,16,,,,8,8,4,8,,,,8,4,4,8,,,,1
203731020,12,14,12,13,14,9,9,8,6,8,5,6,5,5,8,6,4,5,6,5,1,1
203990010,14,13,13,15,,,,6,5,5,7,,,,6,5,5,7,,,,1
204111020,4,15,4,4,16,1,9,4,7,4,4,8,1,5,4,7,4,4,8,1,1,1
204954020,16,16,7,8,16,,,8,8,3,4,8,,,8,8,3,4,8,,,1
204980020,13,12,12,15,11,9,15,5,8,8,7,7,5,7,5,4,4,7,7,5,7,0
205017020,16,15,11,,13,13,,8,7,7,,5,5,,8,7,7,,5,5,,1
205110021,10,16,11,13,9,,,6,8,7,5,5,,,6,8,7,5,1,,,1
205265020,2,14,2,2,2,2,2,2,6,2,2,2,2,2,2,6,2,2,2,2,2,1
205363020,12,1,,,9,9,,8,1,,,5,5,,8,1,,,5,5,,1
205427010,2,2,1,9,1,1,,2,2,1,5,1,1,,2,2,1,1,1,1,,1
205462020,12,12,12,16,12,12,,8,8,8,8,8,8,,4,8,8,8,8,8,,1
205496020,7,16,12,16,16,8,4,3,8,8,8,8,4,4,3,8,8,8,8,4,4,1
205532020,16,13,13,13,1,1,,8,5,5,5,1,1,,8,5,5,5,1,1,,1
205564020,12,12,4,12,11,13,9,8,8,4,8,7,5,5,8,8,4,8,3,5,5,1
